id,date,brand,url,views,likes,comments,saves,shares,duration,engagement_rate_total,engagement_rate_clean,efficiency_score_clean,likes_rate,shares_rate,saves_rate,hook_1,hook_2,hook_evidence,hook_confidence,vibe_check,vibe_evidence,vibe_confidence,humor_intent,text_density,text_evidence,gender,humanity_level,protagonist_type,character_name,influencer_score,baby_presence,animal_presence,production_style,camera_dynamics,brand_colors,bg_colors,brand_lore_visual,brand_lore_visual_evidence,brand_lore_text,brand_lore_text_evidence,video_category,product_visible_early,cta_visible,main_topic,sentiment_score,community_reaction,music
7587032748494245142,20251223,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7587032748494245142,20100000,5431,195,613.0,548,13,0.03,0.03,0.33,0.03,0.0,0.0,text_direct,punch,"The text ""Como la haría tu abuela..."" is visible from the first frame. It is a question that engages the viewer directly.",1.0,lifestyle,"The footage has a handheld feel and imperfect lighting suggesting a user-generated style. An elderly woman wearing a BK uniform is speaking to the camera, creating a familiar, real-world setting.",0.9,yes,medium,Text present in the lower portion of the frames.,female,face,employee,none,0.0,0,0,studio,handheld,"[""#F27D00"", ""#F23800"", ""#E6E6E6""]","[""#734634"", ""#E6A875"", ""#D9B8A8""]",0,none,0,none,product_launch,0,0,"Stacker Huevo reto, estilo abuela",0.0,indiferente,sonido original
7577396046649773334,20251127,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7577396046649773334,33600000,10200,303,1436.0,584,14,0.04,0.04,0.36,0.03,0.0,0.0,text_direct,flat,"The text 'Dos POVs, una misión: pillar la Duo Bacon Cheddar antes que se pase el antojo' is prominent. There's no clear rhythm.",1.0,lifestyle,Handheld mobile phone footage style with natural camera shake. Real people are smiling.,0.7,no,medium,Text is visible but not overwhelming.,female,face,generic,none,0.0,0,0,false_ugc,static,[],"[""#F0E9D2"", ""#DEB887"", ""#A9A9A9""]",0,none,0,none,promo,0,0,Duo Bacon Cheddar con amigo/a,0.3,indiferente,sonido original
7585925723555237143,20251220,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7585925723555237143,22200000,6990,269,806.0,551,28,0.04,0.04,0.38,0.03,0.0,0.0,action,flat,elderly woman in BK uniform holding megaphone,0.9,lifestyle,"Staged appearance, film set visible in background",0.8,yes,low,Burger King logo on shirt,female,face,employee,none,0.0,0,0,false_ugc,static,"[""#EE7600""]","[""#C0C0C0"", ""#B2BEB5"", ""#808080""]",0,none,0,none,branding,0,0,Nuevo producto Stacker Huevo,0.4,indiferente,original sound
7548404419436547350,20250910,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7548404419436547350,4700000,1973,82,196.0,230,14,0.05,0.05,0.51,0.04,0.0,0.0,text_direct,flat,"Large text on screen reads ""Formas diferentes de pedir el menú más diferente"". The background is blurred and shows a woman with long hair.",1.0,lifestyle,"Studio lighting, clean composition, and a focus on presentation give it a TV commercial aesthetic.",0.7,yes,medium,"Text covers a portion of the screen, but not excessively.",female,body,generic,none,0.0,0,0,studio,static,[],"[""#D8D8D8"", ""#B0D2E8""]",0,none,0,none,product_launch,0,0,Promoción menú Miércoles para inconformistas,0.0,indiferente,sonido original
7555842933866515734,20250930,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7555842933866515734,60500000,27400,1482,3005.0,2800,16,0.06,0.05,0.55,0.05,0.0,0.0,text_direct,flat,"The hook shows text overlayed at the top that says ""Un sabor asado dificil de explicar con palabras"" and the pacing is flat.",1.0,lifestyle,"Clean shot, good lighting, woman eating burger.",1.0,yes,low,Only text at the top.,female,face,generic,none,0.0,0,0,studio,static,"[""#FF9800"", ""#EB0029""]","[""#FF9100"", ""#D4E098"", ""#2C3E50""]",0,none,0,none,product_launch,1,0,Declaraciones sobre el nuevo producto Krispper,0.4,indiferente,sonido original
7547705838945717526,20250908,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7547705838945717526,4800000,2180,112,259.0,186,11,0.06,0.05,0.55,0.05,0.0,0.01,text_contextual,flat,"The word ""Lunes"" (Monday) is prominently displayed in the center of the frame. It does not engage directly but acts as contextual information.",0.9,generic,"The video depicts a Burger King interior and product display in a standard manner, lacking unique features or intense aesthetics.",0.7,no,low,"Text ""Lunes"" is visible.",female,body,generic,none,0.0,0,0,false_ugc,static,"[""#E57200""]","[""#F2F2F2"", ""#808080"", ""#3D3D3D""]",0,none,0,none,product_launch,1,0,Menú oscuro en restaurantes de Madrid/Barcelona,0.7,entusiasta,sonido original
7579209758679321878,20251202,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7579209758679321878,22900000,7700,268,1130.0,4088,12,0.06,0.06,0.56,0.03,0.02,0.0,text_direct,reveal,Prominent question: '¿Qué Minion eres en Navidad?' followed by visual changes of minion figurines. Text is large and first. The hook shows a question and then the reveal of the minion.,1.0,generic,"Clean, well-lit shots of the figurines against a blurred background. No extreme effects or chaotic editing.",0.7,no,low,Text is present but not overwhelming; only a few words on the screen.,none,none,none,none,0.0,0,0,studio,static,"[""#FFDA33"", ""#FFFFFF"", ""#E4002B""]","[""#E3D9C8"", ""#D2B48C""]",0,none,0,none,promo,1,0,Identificación con personajes Minion en Navidad,0.0,indiferente,Circus Beat Rush
7571853124755803414,20251112,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7571853124755803414,20100000,10600,207,1108.0,1257,12,0.07,0.06,0.65,0.05,0.01,0.01,action,build,The hook starts with the phrase 'Estoy viendo...' which ends with 'Que hay algo que te perturba'. | coerced: text_direct contradicted by evidence,0.0,lifestyle,The video contains an actor speaking to the camera and has studio lighting and high production quality. The composition appears to be a setup for food marketing.,0.9,yes,low,There is a low amount of text in relation to the screen.,both,face,influencer,Brujillo Juan,1.0,0,0,studio,static,"[""#E42024""]","[""#F2E5D5"", ""#B97B66""]",0,none,0,none,promo,0,0,Nuevo Menú Mystery King y predicciones,0.5,indiferente,sonido original
7545782143985732886,20250903,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7545782143985732886,24700000,12900,549,1316.0,1871,15,0.07,0.07,0.65,0.05,0.01,0.01,text_direct,flat,"The text ""Cuando también quieres tener visiones:"" is visible across all frames. No strong visual or action.",1.0,generic,"The scene is a typical outdoor scene at night, with a Burger King sign visible in the background.",0.9,yes,low,There's only a small amount of text.,none,body,none,none,0.0,0,0,studio,static,"[""#FFFFFF"", ""#000000"", ""#DA291C""]","[""#0D2637"", ""#3E587A"", ""#2F4C66""]",0,none,0,none,promo,0,0,Promoción del menú de los miércoles,0.3,indiferente,sonido original
7577059983003585814,20251126,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7577059983003585814,926600,563,32,51.0,44,7,0.07,0.07,0.71,0.06,0.0,0.01,text_contextual,punch,Text 'TikTok Awards' visible with Burger King logo. Crown appears in frame 2.,1.0,generic,Clean and simple presentation with neutral background.,0.8,no,low,Small amount of text.,none,none,none,none,0.0,0,0,studio,static,"[""#F7941D"", ""#DA291C"", ""#FFFFFF""]","[""#FFFFFF"", ""#D1C6B6""]",0,none,1,none,promo,0,0,Promoción de tiempo limitado Sonic,0.4,indiferente,sonido original
7564741854839704854,20251024,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7564741854839704854,1300000,822,33,55.0,53,14,0.07,0.07,0.72,0.06,0.0,0.0,text_contextual,flat,The first frame shows a Burger King bag and a worker. The next two frames show the worker with text 'Aquí tienes tu pedido'.,1.0,authentic,The camera shake is visible.,0.9,no,medium,There is text in the second and third frames.,female,face,employee,none,0.0,0,0,false_ugc,static,"[""#F7941D""]","[""#F2E3D3"", ""#FFFFFF"", ""#696762""]",0,none,0,none,branding,1,0,Promoción Duo Bacon para compartir,0.0,indiferente,sonido original
7559533872313060630,20251010,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7559533872313060630,56800000,34800,1122,3470.0,4724,6,0.08,0.08,0.76,0.06,0.01,0.01,text_direct,flat,"Visible text on the screen says ""Que vuelva la gran whiskey bbq porfa"".",1.0,sensory,Handheld footage. Real person comments on the video.,0.9,no,low,Little text visible,none,none,none,none,0.0,0,0,studio,static,[],"[""#800020"", ""#A0522D"", ""#FFFFFF""]",0,none,0,none,promo,1,0,Regreso de la Grand Whiskey BBQ,-0.3,indiferente,Boogie Sidewalk
7568860963974270211,20251104,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7568860963974270211,19400000,11400,223,1184.0,2458,8,0.08,0.08,0.78,0.06,0.01,0.01,text_contextual,flat,"The initial frames display the text ""King Fusion DUBAIaholic"" alongside the product. The pace appears steady without a significant change in the visual content.",0.8,lifestyle,"The video features a person eating the product in what appears to be a studio setting, imitating a real-life casual eating scenario.",0.7,no,medium,There is a moderate amount of text present in the frames.,female,face,generic,none,0.0,0,0,false_ugc,static,"[""#D72325"", ""#FFFFFF""]","[""#E39041"", ""#FFFFFF""]",0,none,0,none,product_launch,1,0,Adicción al pistacho y al chocolate,0.7,indiferente,sonido original
7543598406761991446,20250828,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7543598406761991446,5000000,3073,138,295.0,1119,21,0.09,0.09,0.9,0.06,0.02,0.01,visual,reveal,Frames 0.2 / 0.8 / 1.4 show abstract geometric shapes that resolve into a drink cup with a Burger King logo in frame 4.,1.0,generic,The video does not fit into any specific aesthetic style.,0.5,no,low,No text is visible in the first three frames.,none,none,none,none,0.0,0,0,studio,static,"[""#E46413""]","[""#25356C""]",0,none,0,none,branding,0,0,Burger King: Misterio temático de Halloween,0.0,indiferente,sonido original
7548110911416847638,20250909,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7548110911416847638,2200000,1822,50,110.0,101,16,0.09,0.09,0.92,0.08,0.0,0.0,text_direct,flat,"The prominent text ""Tu amiga cuando no tiene hambre:"" is visible across the top of the frame. It's a situational statement. The composition and pacing are flat, lacking a clear build-up or resolution within the initial frames.",1.0,lifestyle,"The video appears to be a commercial-style presentation, with attractive actors and staged interaction. Lighting appears controlled.",0.7,yes,low,Text is present but not overwhelming.,female,face,none,none,0.0,0,0,false_ugc,static,[],"[""#E8E0D6"", ""#899CA0"", ""#A77043""]",0,none,0,none,branding,1,0,Antojo de Whopper,0.4,indiferente,sonido original
7575557608967523587,20251122,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7575557608967523587,9700000,8090,148,755.0,786,16,0.1,0.1,0.99,0.08,0.01,0.01,text_contextual,flat,Text 'Mystery King' is visible on the box. A woman is opening the Burger King Box,1.0,generic,"The frame shows a person opening a box, which is not particularly distinctive or fitting into other specific aesthetic categories.",0.5,yes,low,Text is visible on the box,female,face,influencer,Brujillo Juan,1.0,0,0,studio,static,"[""#e62321"", ""#f2c000""]","[""#f2e4d9"", ""#a3a3a3""]",0,none,0,none,promo,1,0,Menú Mystery King con Brujillo Juan,0.5,indiferente,original sound
7580785768902233366,20251206,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7580785768902233366,1600000,1762,77,191.0,105,10,0.13,0.13,1.29,0.11,0.01,0.01,text_direct,punch,"Text reads 'Haz una pregunta, para el reel y descubre tu respuesta.' The card with an illustration of La Torre is in the center.",1.0,chaotic,The images are cartoonish and have a chaotic feel.,0.7,yes,high,Several lines of text are displayed.,none,none,none,none,0.0,0,0,studio,static,[],"[""#800000"", ""#FFC83D""]",0,none,0,none,promo,0,0,Promoción Mystery King by Brujillo Juan,0.3,indiferente,original sound
7553670720870501654,20250924,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7553670720870501654,2600000,3417,74,140.0,235,5,0.15,0.15,1.46,0.13,0.01,0.01,text_direct,punch,"The text ""Oh noooooOo se viene tiempo de manta, peli y burger"" is visible and large. The Burger King logo is also prominently visible.",1.0,lifestyle,"The video feels like a casual vlog, but the quality is high and the composition is well-framed. The aesthetic presents a pleasant, comfortable experience related to food.",0.8,no,medium,Text is present and readable.,female,face,generic,none,0.0,0,0,false_ugc,handheld,"[""#f26923"", ""#000000""]","[""#f2f2f2"", ""#979797""]",0,none,0,none,branding,1,0,Actitud despreocupada,0.1,indiferente,Sleepmode
7582939782821580054,20251212,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7582939782821580054,6041,62,7,6.0,10,10,1.41,1.29,12.91,01.03,0.17,0.1,text_contextual,flat,"The text ""Poniendo a punto el King Fusion Dubai"" is visible. A hand holds a cup of ice cream underneath a machine.",1.0,lifestyle,"The video showcases the preparation of a food product (King Fusion Dubai) in a clean and well-lit environment, which is typical of lifestyle content.",0.8,no,low,Text at the bottom of the screen.,none,hands,none,none,0.0,0,0,false_ugc,static,"[""#DA291C"", ""#FFFFFF""]","[""#D9D9D9""]",0,none,0,none,product_launch,1,0,Producto de pistacho con chocolate,0.5,indiferente,sonido original
7543993859412430102,20250829,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7543993859412430102,8158,102,13,7.0,2,14,1.52,1.36,13.61,1.25,0.02,0.09,text_direct,flat,"Texto visible: ""Si lo piensas muy fuerte aparece"".",1.0,lifestyle,"Well-lit environment, attractive person, clean clothing, food is visible in the last frame.",0.7,yes,low,Texto en la parte inferior.,female,body,generic,none,0.0,0,0,false_ugc,static,"[""#FFFFFF"", ""#D3242F""]","[""#FFFFFF"", ""#C0C0C0""]",0,none,0,none,branding,0,0,Deseos para las tardes de verano,0.3,indiferente,sonido original
7566930922411412758,20251030,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7566930922411412758,6072,89,6,5.0,1,23,1.66,1.56,15.65,1.47,0.02,0.08,text_direct,flat,"The text says ""Mándaselo a tus amigos para que la cena temática de Halloween salga del chat"". The video shows a person in a costume.",1.0,lifestyle,The video shows people in halloween costumes in a mcdonalds restaurant. the video seems like a commercial ad,0.8,yes,medium,Text is centered on the bottom half of the frame.,both,body,generic,none,0.0,0,0,false_ugc,static,[],"[""#F0E6D2"", ""#54504A"", ""#FFFFFF""]",0,none,0,none,branding,0,0,Promoción Pump-King para reunión de amigos,0.3,indiferente,Fall October Halloween horror classic(177261)
7581878086333975811,20251209,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7581878086333975811,6513,91,11,9.0,9,12,1.84,1.67,16.74,1.4,0.14,0.14,action,flat,A person is holding and about to eat a burger. No text is visible. The shot remains consistent in the initial frames.,1.0,lifestyle,"The video features an attractive actor in a well-lit setting with a burger, creating a lifestyle commercial aesthetic.",0.9,no,low,"A few words appear on the cup, but no other significant text density.",both,face,generic,none,0.0,0,0,false_ugc,static,"[""#FF9800"", ""#FFFFFF"", ""#E62E00""]","[""#FFB347"", ""#FFFFFF""]",0,none,0,none,branding,1,0,Promoción Grand Whiskey BBQ y patatas,0.5,indiferente,Favorite Hello
7543228398794067222,20250827,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7543228398794067222,9502,153,18,19.0,10,8,2.1,1.92,19.15,1.61,0.11,0.2,action,flat,The video shows the process of assembling a burger. The actions include adding ingredients. There's no clear build-up or resolution within the first 1.5 seconds.,0.9,sensory,"The video focuses on the detailed assembly of a burger with clear visibility of textures and ingredients. The focus is solely on the product, not people.",0.7,no,low,There is no visible text.,none,hands,none,none,0.0,0,0,studio,static,[],"[""#FFFFFF"", ""#D9D9D9""]",0,none,0,none,branding,1,0,Whopper de Naruto modo ninja,0.7,entusiasta,sonido original
7547290181989125398,20250907,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7547290181989125398,8655,142,13,11.0,15,13,02.09,1.94,19.41,1.64,0.17,0.13,text_direct,flat,"Text ""No, en serio, ¿quien ha dicho eso? 👀"" in the top center of the frame. The woman looks to her right.",1.0,generic,"The frame shows a woman looking to the side, with a clean background and neutral expression.",0.7,no,low,Few words on the screen.,female,face,generic,none,0.0,0,0,false_ugc,static,[],"[""#D3B989"", ""#1A7545""]",0,none,0,none,branding,0,0,Pregunta sobre una declaración desconocida,0.0,indiferente,original sound
7583716924207484182,20251214,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7583716924207484182,7808,138,12,9.0,8,12,2.14,1.99,19.85,1.77,0.1,0.12,action,flat,Hand moving toward a ball of yarn on a tile floor. The action is grasping the yarn. No clear build-up or punch.,0.8,generic,Simple shot of hands interacting with yarn. No stylistic elements that stand out.,0.7,no,low,No visible text in the first 1.5 seconds.,male,hands,none,none,0.0,0,0,ugc,handheld,[],"[""#FAF0E6"", ""#D3D3D3""]",0,none,0,none,branding,1,0,Humor sobre limpieza inusual/abuela,0.0,indiferente,original sound
7573280036669721878,20251116,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7573280036669721878,13100000,23800,249,1630.0,2859,18,0.22,0.22,2.16,0.18,0.02,0.01,text_direct,flat,"Text: ""Las cartas dicen que la justicia decidirá el destino"". Man dressed in a green and gold robe holding cards.",1.0,generic,"Absurd costume, bizarre humor.",0.8,yes,medium,Text overlayed on the bottom of the frame.,male,body,influencer,Brujillo Juan,1.0,0,0,studio,static,"[""#FF6600"", ""#FFFFFF"", ""#000000""]","[""#FFFFFF"", ""#808080""]",0,none,0,none,promo,1,0,Nuevo Menú Mystery King by Brujillo Juan,0.0,indiferente,original sound
7591090502599068961,20260103,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7591090502599068961,3382,63,22,4.0,4,13,2.75,2.1,20.99,1.86,0.12,0.12,text_direct,punch,Text 'Si encuentras a los 6 Minions escondidos...' over decorated tree.,1.0,generic,Decorated Christmas tree with a question,0.6,no,medium,Text overlayed on the frame,none,none,none,none,0.0,0,0,studio,static,[],"[""#F5F5DC"", ""#228B22""]",0,none,0,none,promo,0,0,Sorteo tazas Minions al esconderlos,0.5,indiferente,sonido original
7548792197819272470,20250911,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7548792197819272470,12000,216,45,21.0,24,17,2.55,2.17,21.75,1.8,0.2,0.18,text_direct,flat,"Texto grande que dice: ""Pides el nuevo Menú Miércoles:"". Tres personas en fila, una de ellas mirando su celular.",1.0,lifestyle,"Looks like a commercial, with people.",0.8,no,medium,Texto en el centro de la imagen.,female,body,none,none,0.0,0,0,false_ugc,static,[],"[""#587198"", ""#2E3B50""]",0,none,0,none,promo,0,0,Miércoles menú Burger King,0.3,indiferente,sonido original
7572554874349653270,20251114,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7572554874349653270,9635,207,18,20.0,16,14,2.71,2.52,25.22,2.15,0.17,0.21,text_direct,flat,"The text says ""En todo grupo está..."" in big black font. The pace is flat.",1.0,chaotic,A tarot card game of some kind appears to be present.,0.8,yes,low,Few words,male,body,generic,none,0.0,0,0,false_ugc,static,[],"[""#D4B588"", ""#876C43"", ""#D34522""]",0,none,1,Menú Mystery Kingby Brujillo Juan,promo,0,0,Nuevo Menú Mystery Kingby Brujillo Juan,0.0,indiferente,sonido original
7563661022817570070,20251021,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7563661022817570070,21700000,45300,743,5730.0,19300,5,0.33,0.32,3.24,0.21,0.09,0.03,text_contextual,flat,Visible product with coca cola and star wars branding. No clear hook rhythm.,1.0,generic,Bottle shown in controlled lighting,0.7,no,low,minimal text,none,hands,none,none,0.0,0,0,studio,static,"[""#ff0000"", ""#000000""]","[""#ff6666"", ""#eedfcf""]",0,none,0,none,promo,1,0,Promoción Star Wars Burger King Coca-Cola,0.3,indiferente,sonido original
7571182497757711638,20251110,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7571182497757711638,45700000,124000,1168,11000.0,31600,64,0.37,0.36,3.65,0.27,0.07,0.02,visual,flat,Close-up of a man with an elaborate mustache and a burger decoration on his turban. Camera static.,1.0,generic,The frame doesn't clearly fit in any other category.,0.5,no,low,No text visible,male,face,generic,none,0.0,0,0,studio,static,[],"[""#808000"", ""#006400"", ""#8B0000""]",0,none,1,IlloJuan,promo,0,0,IlloJuan Mystery King menú con cartas,0.0,indiferente,original sound
7593025556568902934,20260108,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7593025556568902934,2952,85,20,4.0,12,13,4.1,3.42,34.21,2.88,0.41,0.14,text_direct,reveal,"The text ""Cuando el menú te lo pone tu abuela"" appears over a plate with a crocheted doily. A burger is revealed later.",1.0,lifestyle,"The video has a lifestyle aesthetic due to the styling, subject matter and presentation. The editing is smooth and the lighting is well-balanced, suggesting a professionally produced commercial.",0.9,yes,low,"Few words on screen, clearly visible",male,body,generic,none,0.0,0,0,false_ugc,static,[],"[""#808080"", ""#F5F5DC""]",0,none,0,none,promo,0,0,Comida abundante,0.0,indiferente,Food
7545487186829856022,20250902,burgerking_es,https://www.tiktok.com/@burgerking_es/video/7545487186829856022,17100,434,24,34.0,136,15,3.67,3.53,35.32,2.54,0.8,0.2,text_direct,flat,"The first frame shows a phone screen with Google Maps. Text on screen says, ""Si no encajas en ningún sitio...""",1.0,generic,A phone screen is displayed with the Google Maps application running. The map has a pale blue overlay.,0.5,no,medium,Text covers part of the screen,none,none,none,none,0.0,0,0,studio,static,[],"[""#D7D3F0"", ""#A4C2F2"", ""#C2C5F5""]",0,none,0,none,branding,0,0,Burger King temático de Wednesday,0.7,entusiasta,sonido original
